id,title,description,link,image_link,price,sale_price,availability,condition,brand,mpn,google_product_category,product_type,color,custom_label_0,target_country
4472,"Plakat At The Disco | Fotokunst, Svarthvitt",Sort-hvitt plakat med et kult fotografi av to kvinner som sitter på en trapp i et diskotek blant glitter og champagne.,https://gallerix-home.no/plakat/4472-at-the-disco,https://img.gallerix.com/product/google/4472.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,4472,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat,Svart/Hvitt,"Fotokunst,Svarthvitt",NO
6121,"Plakat Snow Covered Pine Cones | Julekunst, Vinter, Festlige høytider",Plakat fra kategorien Vinter og jul med akvarellmaleri av snødekte kongler på en gren.,https://gallerix-home.no/plakat/6121-snow-covered-pine-cones,https://img.gallerix.com/product/google/6121.jpg,149.00 NOK,104.30 NOK,in stock,new,Gallerix,6121,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat,Grønn,"Julekunst,Vinter,Festlige høytider",NO
4943,Plakat Autumn Landscape With Clouds By Ilmari Aalto | Kjente kunstnere,"Plakat med maleriet ""Høstlandskap med skyer"" av den finske kunstneren Ilmari Aalto fra år 1917.",https://gallerix-home.no/plakat/4943-autumn-landscape-with-clouds-by-ilmari-aalto,https://img.gallerix.com/product/google/4943.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,4943,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Blå/Gul,Kjente kunstnere,NO
8865,Plakat Notlag Terøen By Amaldus Nielsen | Kjente kunstnere,"Innlegg fra kategorien historisk kunst med maleriet &quot;Notlag, Terøen&quot; av den norske kunstneren Amaldus Nielsen fra år 1897.",https://gallerix-home.no/plakat/8865-notlag-teroen-by-amaldus-nielsen,https://img.gallerix.com/product/google/8865.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,8865,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Beige,Kjente kunstnere,NO
5997,Plakat Still Life A Jug By George Jackson | Kjente kunstnere,Plakat fra kategorien historisk kunst med maleriet «Still Life: A Jug» av kunstneren George Jackson fra årene 1839-1844.,https://gallerix-home.no/plakat/5997-still-life-a-jug-by-george-jackson,https://img.gallerix.com/product/google/5997.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,5997,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Beige,Kjente kunstnere,NO
5107,Plakat Roses Dans Un Verre 1877 By Henri Fantin-Latour | Kjente kunstnere,"Plakat med maleriet ""Roses Dans Un Verre, 1877"" av den franske kunstneren Henri Fantin-Latour fra år 1877. Henri Fantin-Latour var en fransk maler og litograf som ble født i 1836. Foreldrene hans var malere og Fantin-Latour fulgte etter i deres fotspor. Han studerte kunst ved École des Beaux-Arts og vokste opp i Paris, hvor han ble sterkt inspirert av impresjonismen. Fantin-Latour er mest kjent for sine stillbilder, som ofte skildrer blomster eller kjente personer. Han er også kjent for sine fruktskåler og gruppeportretter. Fantin-Latours malerier hadde en unik evne til å fange detaljer og skape en atmosfære av stillhet og ro.",https://gallerix-home.no/plakat/5107-roses-dans-un-verre-1877-by-henri-fantin-latour,https://img.gallerix.com/product/google/5107.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,5107,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Beige/Grønn/Gul,Kjente kunstnere,NO
9928,Plakat Dreamers Embrace | Akvarell,"Opplev elegansen til denne plakaten som fanger et stille øyeblikk av fred og skjønnhet. Kvinnens lukkede øyne og den kontrasterende fargepaletten av dyp sort, varm rød og dempet gul skaper en harmonisk følelse.",https://gallerix-home.no/plakat/9928-dreamers-embrace,https://img.gallerix.com/product/google/9928.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,9928,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Gul,Akvarell,NO
5968,Plakat Evening On The Thames By Homer Dodge Martin | Kjente kunstnere,"Plakat fra kategorien historisk kunst med maleriet ""Evening On The Thames"" av den amerikanske kunstneren Homer Dodge Martin fra år 1870.",https://gallerix-home.no/plakat/5968-evening-on-the-thames-by-homer-dodge-martin,https://img.gallerix.com/product/google/5968.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,5968,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Grå/Beige,Kjente kunstnere,NO
6681,"Plakat Vintage Car Seat B&W | Fotokunst, Svarthvitt, Vintage, Motorer og kjøretøy",Sort/hvit plakat fra kategorien vintage og motor med fotografi av rattet til en gammel klassisk bil.,https://gallerix-home.no/plakat/6681-vintage-car-seat-bw,https://img.gallerix.com/product/google/6681.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,6681,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat,Svart/Hvitt,"Fotokunst,Svarthvitt,Vintage,Motorer og kjøretøy",NO
10574,"Plakat Doragon Japandi | Kunstplakater, Japandi","Denne plakaten fanger en mektig drage som reiser seg fra stormfulle bølger, dens gyldne skalaer skinner mot en dramatisk himmel. Med et blikk fylt med mystikk og kraft, symboliserer det styrke og oppvåkning.",https://gallerix-home.no/plakat/10574-doragon-japandi,https://img.gallerix.com/product/google/10574.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,10574,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Blå/Gul,"Kunstplakater,Japandi",NO
nob2001,Plakat Kart - Street Map - Lag ditt eget kart - Kart plakat,"Plakat kart fra Gallerix. Plakat kart er ikke bare et kart. Eller en plakat. Plakat kart er et personlig kart med et helt unikt design, designet basert på en plass, eller en viktig hendelse på et sted, som ofte betyr noe spesielt. Hvor ble du født? Hvor vokste du opp? Hvor bor du? Hvor møtes dere eller hvor giftet dere, dere? Mulighetene er mange når det kommer til å lage et kart, som et verdenskart, by kart, populær eller ikke så populær plass i verden. Hvilken plass vil du velge?  Lag ditt eget kart. Det å lage og bestille plakat kart er veldig enkelt. Ta turen over til design verktøyene dine, og start ved å velge stedet du ønsker for ditt kart. Det kan være et land, en by eller et annet sted i verden som du ønsker å bruke. Med vårt GPS verktøy, så kan din plass automatisk bli funnet og printet på bunn av ditt kart. Om du forandrer plassen så vil koordinatene endres. Du kan også velge å ikke inkludere koordinatene og heller skrive noe som du ønsker å skrive der. Det kan være et minne, et navn, en hilsen, en melding eller en liten notat. Du velger.",https://gallerix-home.no/kart/,https://gallerix-home.no/img/shopping/maps/Custom_map.jpg,279.00 NOK,195.30 NOK,in stock,new,,not2001,500044,Plakat kart,,,NO
8623,Plakat A View Of Bregenz And Lake Bodensee By Edward Theodore Compton | Kjente kunstnere,Plakat med maleriet &quot;A View Of Bregenz And Lake Bodensee&quot; av den engelsk-tyske kunstneren Edward Theodore Compton.,https://gallerix-home.no/plakat/8623-a-view-of-bregenz-and-lake-bodensee-by-edward-theodore-compton,https://img.gallerix.com/product/google/8623.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,8623,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Grønn,Kjente kunstnere,NO
4686,"Plakat Prada Fashion | Mote, Svarthvitt","Svart og hvit plakat fra motekategorien med et fotografi av en svart hund, en kvinne som holder hånden på hundens kjeve og luksusmerket Prada.",https://gallerix-home.no/plakat/4686-prada-fashion,https://img.gallerix.com/product/google/4686.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,4686,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat,Svart/Hvitt,"Mote,Svarthvitt",NO
4976,Plakat Drawing Hilly Landscape Autumn By Frederic Edwin Church | Kjente kunstnere,"Plakat med maleriet ""Drawing, Hilly Landscape, Autumn"" av den amerikanske kunstneren Frederic Edwin Church fra årene 1870-1880.",https://gallerix-home.no/plakat/4976-drawing-hilly-landscape-autumn-by-frederic-edwin-church,https://img.gallerix.com/product/google/4976.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,4976,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Rød,Kjente kunstnere,NO
8001,"Plakat A Lilys Elegance | Botaniske, Oljemalerier, Festlige høytider, Påske","Forvandle hjemmet ditt med denne sofistikerte plakaten som fanger liljer i full blomst, badet i mykt gyldent lys. De elegante blomstene reiser seg mot et drømmende bakteppe av subtile pastelltoner, og skaper en harmonisk og tidløs følelse. Perfekt for å tilføre et snev av naturlig skjønnhet og ro til hjemmet ditt – en hyllest til blomstringens grasiøse sjarm.",https://gallerix-home.no/plakat/8001-a-lilys-elegance,https://img.gallerix.com/product/google/8001.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,8001,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Grønn/Gul,"Botaniske,Oljemalerier,Festlige høytider,Påske",NO
5051,Plakat Boho Abstract No1 | Abstrakt,Plakat med en abstrakt illustrasjon i vakre brune nyanser mot en lys sandfarget bakgrunn.,https://gallerix-home.no/plakat/5051-boho-abstract-no1,https://img.gallerix.com/product/google/5051.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,5051,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Beige,Abstrakt,NO
10703,Plakat Comfort Cocoon | Oljemalerier,Denne plakaten fanger et fredelig øyeblikk der røde og hvite striper skaper en koselig følelse rundt en hvilende figur. Den myke paletten av naturlige farger og den drømmeaktige atmosfæren inviterer til ro og refleksjon.,https://gallerix-home.no/plakat/10703-comfort-cocoon,https://img.gallerix.com/product/google/10703.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,10703,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Beige/Rød,Oljemalerier,NO
5911,"Plakat Manhattan New York No2 | Fotokunst, Byer og arkitektur",Plakat fra kategorien byer og arkitektur med et kult fotografi av Manhattan i New York City.,https://gallerix-home.no/plakat/5911-manhattan-new-york-no2,https://img.gallerix.com/product/google/5911.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,5911,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat,Beige,"Fotokunst,Byer og arkitektur",NO
4510,"Plakat Denae By Gustav Klimt | Kunstplakater, Gustav Klimt, Kjente kunstnere",Plakat fra kategorien abstrakt og kunst med motiver malt av den østerrikske kunstneren Gustav Klimt. Danaë er et oljemaleri som Klimt malte i 1907.,https://gallerix-home.no/plakat/4510-denae-by-gustav-klimt,https://img.gallerix.com/product/google/4510.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,4510,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Beige/Rød /Gul,"Kunstplakater,Gustav Klimt,Kjente kunstnere",NO
10559,"Plakat Whisper Of Nature | Fotokunst, Natur, Svarthvitt","Denne vakre plakaten fanger en ensom blomst som stolt reiser seg mot en dramatisk mørk bakgrunn, og skaper en følelse av stille styrke og skjønnhet. Kontrasten mellom det lyse blomsterhodet og det mørke landskapet gir en dyp visuell og emosjonell opplevelse.",https://gallerix-home.no/plakat/10559-whisper-of-nature,https://img.gallerix.com/product/google/10559.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,10559,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Svart/Hvitt,"Fotokunst,Natur,Svarthvitt",NO
4111,Plakat Bear With Balloon | Barneplakater,Barneplakater for barnerom fra kategorien barnemalerier med et søtt maleri av en brunbjørn med en oransje ballong mot en lys sandfarget bakgrunn.,https://gallerix-home.no/plakat/4111-bear-with-balloon,https://img.gallerix.com/product/google/4111.jpg,149.00 NOK,104.30 NOK,in stock,new,Gallerix,4111,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Beige/Rød,Barneplakater,NO
4085,Plakat Paul Klee Comedians | Kunstplakater,Paul Klee Comedians er en abstrakt plakat med motiver inspirert av den tysk-sveitsiske maleren Paul Klee.,https://gallerix-home.no/plakat/4085-paul-klee-comedians,https://img.gallerix.com/product/google/4085.jpg,249.00 NOK,199.20 NOK,in stock,new,Gallerix,4085,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat,Svart,Kunstplakater,NO
10580,"Plakat Umi No Nami Japandi | Kunstplakater, Japandi",Denne plakaten fremhever dynamikken i havet med sine elegante og bølgende bølger som ser ut til å bevege seg i en endeløs strøm. Det blå og hvite bølgespillet skaper en følelse av harmoni og ro.,https://gallerix-home.no/plakat/10580-umi-no-nami-japandi,https://img.gallerix.com/product/google/10580.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,10580,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Blå,"Kunstplakater,Japandi",NO
10708,"Plakat Sunlit Citrus Refreshment | Kjøkkenet, Sommer, Akvarell","Denne plakaten fanger en varm og levende scene der en hånd strekker seg etter et glass forfriskende sitrondrikk. Omgitt av saftige sitroner og grønne blader mot et fargerikt rutete bord, gir bildet en følelse av sommerlig friskhet.",https://gallerix-home.no/plakat/10708-sunlit-citrus-refreshment,https://img.gallerix.com/product/google/10708.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,10708,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Grønn/Gul,"Kjøkkenet,Sommer,Akvarell",NO
4270,"Plakat Roger Moore | Ikoniske bilder, Svarthvitt","Plakat fra vår samling av ikoniske fotografier med foto av Roger Moore fra 17. juli 1968. Sir Roger George Moore ble født 14. oktober 1927 i Stockwell, London og døde 23. mai 2017. Moore var en av Storbritannias mest kjente skuespillere, mest kjent for sin rolle som James Bond, agent 007, i årene 1973 til 1985. Roger Moore spilte Bond i syv forskjellige filmer og er den skuespilleren som spilte rollen flest ganger. Bildet har en kornete tekstur som gir bildet et moderne vintage-utseende.",https://gallerix-home.no/plakat/4270-roger-moore,https://img.gallerix.com/product/google/4270.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,4270,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat,Svart/Hvitt,"Ikoniske bilder,Svarthvitt",NO
10066,"Plakat Witchs Harvest | Festlige høytider, Halloween","Denne plakaten fanger en stemningsfull atmosfære med gresskar, en svart katt og en stripet hekselue, som sammen skaper en følelse av både fare og fortryllelse. Hodeskallene og edderkoppnettene forsterker den gotiske følelsen, mens de gamle bøkene gir en intellektuell mystikk.",https://gallerix-home.no/plakat/10066-witchs-harvest,https://img.gallerix.com/product/google/10066.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,10066,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Beige,"Festlige høytider,Halloween",NO
4885,"Plakat Red Christmas Sleigh | Julekunst, Vinter, Festlige høytider",Plakat fra kategorien Vinter og jul med fotografi av en gammel rød slede i snødekt skog.,https://gallerix-home.no/plakat/4885-red-christmas-sleigh,https://img.gallerix.com/product/google/4885.jpg,149.00 NOK,104.30 NOK,in stock,new,Gallerix,4885,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat,Rød,"Julekunst,Vinter,Festlige høytider",NO
5000,Plakat Northern Studies (The White Night) By Jan Ciągliński | Kjente kunstnere,"Plakat med maleriet ""Northern Studies (The White Night)"" av den polske kunstneren Jan Ciągliński fra år 1911.",https://gallerix-home.no/plakat/5000-northern-studies-the-white-night-by-jan-ciaglinski,https://img.gallerix.com/product/google/5000.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,5000,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,,Kjente kunstnere,NO
