id,title,description,link,image_link,price,sale_price,availability,condition,brand,mpn,google_product_category,product_type,color,custom_label_0,target_country
4691,"Poszter Versace Fashion | Divat, Fekete-fehér",Fekete-fehér poszter a divat kategóriából egy kutyás nő és a Versaces luxusmárka fényképével.,https://gallerix.hu/poszter/4691-versace-fashion,https://img.gallerix.com/product/google/4691.jpg,4990.00 HUF,3992.00 HUF,in stock,new,Gallerix,4691,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter,Fekete/Fehér,"Divat,Fekete-fehér",HU
4794,"Poszter Stackars Lilla Basse By John Bauer | Gyerekszoba, Híres művészek, John Bauer","Plakát John Bauer ""Stackars lilla Basse"" című festményével 1912-ből.",https://gallerix.hu/poszter/4794-stackars-lilla-basse-by-john-bauer,https://img.gallerix.com/product/google/4794.jpg,4990.00 HUF,3992.00 HUF,in stock,new,Gallerix,4794,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter special,Bézs,"Gyerekszoba,Híres művészek,John Bauer",HU
3117,Poszter Opening Wine | Konyha,Poszter a fotóművészet kategóriából fotózással dugóhúzóval és bordugós borosüvegen.,https://gallerix.hu/poszter/3117-opening-wine,https://img.gallerix.com/product/google/3117.jpg,4990.00 HUF,3992.00 HUF,in stock,new,Gallerix,3117,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter special,Bézs,Konyha,HU
8876,"Poszter Picture Of The Lake At Hakone By Ando Hiroshige | Híres művészek, Japandi","Bejegyzés a történelmi művészet kategóriából Ando Hiroshige japán művész &quot;Picture of the Lake At Hakone&quot; című festményével, 1833-ból.",https://gallerix.hu/poszter/8876-picture-of-the-lake-at-hakone-by-ando-hiroshige,https://img.gallerix.com/product/google/8876.jpg,4990.00 HUF,3992.00 HUF,in stock,new,Gallerix,8876,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter special,Kék,"Híres művészek,Japandi",HU
4253,"Poszter Dried Flowers Gin Bottle | Botanikai, Fotóművészet, Konyha, Ősz","Poszter a Photo Art kategóriából, gyönyörű képpel szárított növényekről, fekete Hendricks Gin üvegben.",https://gallerix.hu/poszter/4253-dried-flowers-gin-bottle,https://img.gallerix.com/product/google/4253.jpg,4990.00 HUF,3992.00 HUF,in stock,new,Gallerix,4253,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter,Bézs,"Botanikai,Fotóművészet,Konyha,Ősz",HU
8297,"Poszter Champagne Toast In Paris | Divat, Fotóművészet, Fekete-fehér, Konyha","Ünnepelje meg a szerelem és az élet pillanatait ezzel az elegáns poszterrel, amelyen két pezsgőspohár látható egy tálban az ikonikus Eiffel-torony előtt, az éjszakai város látképe előtt. A kép romantikát, eleganciát és exkluzivitást áraszt, tökéletes a varázslat és a várakozás hangulatának megteremtéséhez. A fekete-fehér kontraszt minden részletet kiemel, és ideálissá teszi otthona vagy irodája kifinomultabbá tételéhez.",https://gallerix.hu/poszter/8297-champagne-toast-in-paris,https://img.gallerix.com/product/google/8297.jpg,4990.00 HUF,3992.00 HUF,in stock,new,Gallerix,8297,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter,Fekete/Fehér,"Divat,Fotóművészet,Fekete-fehér,Konyha",HU
9065,"Poszter Enchanted Snowy Forest | Karácsonyi, Téli, Ünnepi ünnepek","Hozzon téli varázslatot otthonába ezzel az álomszép plakáttal! A képen egy havas erdő látható, ahol a fenyőket puha hóréteg borítja, és az ágak között apró fények csillognak, mint csillag az éjszakában. A hópelyhek lehullanak, és békés légkört teremtenek, amely a mesék világát juttatja eszünkbe. Tökéletes a békés és varázslatos téli érzés megteremtésére, ez a poszter ideális mindenkinek, aki szereti a természet nyugalmát.",https://gallerix.hu/poszter/9065-enchanted-snowy-forest,https://img.gallerix.com/product/google/9065.jpg,4990.00 HUF,3493.00 HUF,in stock,new,Gallerix,9065,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter,Zöld,"Karácsonyi,Téli,Ünnepi ünnepek",HU
4137,"Poszter Born Wild | Gyerekszoba, Tipográfia & Idézetek","Gyerekplakát gyerekszobákhoz a gyermekfestmények kategóriájából, barna akvarellel, világos homokszínű háttér előtt &quot;Born To Be Wild&quot; szöveggel.",https://gallerix.hu/poszter/4137-born-wild,https://img.gallerix.com/product/google/4137.jpg,4990.00 HUF,3992.00 HUF,in stock,new,Gallerix,4137,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter special,Bézs,"Gyerekszoba,Tipográfia & Idézetek",HU
4586,"Poszter Madonna | Ikonikus fényképek, Fekete-fehér",Plakát az amerikai popikon Madonna fekete-fehér fényképével 1992-ből. A fotó régi és szemcsés szerkezete kortárs vintage megjelenést kölcsönöz a képnek. Ez a vintage fénykép a hírességekről készült ikonikus fényképgyűjteményünkhöz tartozik.,https://gallerix.hu/poszter/4586-madonna,https://img.gallerix.com/product/google/4586.jpg,4990.00 HUF,3992.00 HUF,in stock,new,Gallerix,4586,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter,Fekete/Fehér,"Ikonikus fényképek,Fekete-fehér",HU
8045,"Poszter Ethereal Swim | Állatok, Olajfestmények","Hagyja, hogy ez az álmodozó poszter békével és kiegyensúlyozottsággal töltse meg otthonát. A halak lágy, arany tónusai és harmonikus mozgása a nyugalom és a szabadság érzését kelti. Tökéletes azok számára, akik szeretik a természet szépségét, és szeretnének kifinomult, meditatív hangulatot varázsolni belső terébe. Időtlen művészi részlet minden helyiségbe",https://gallerix.hu/poszter/8045-ethereal-swim,https://img.gallerix.com/product/google/8045.jpg,4990.00 HUF,3992.00 HUF,in stock,new,Gallerix,8045,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter special,Sárga,"Állatok,Olajfestmények",HU
5108,Poszter Roses In A Vase By Auguste Renoir | Híres művészek,"Poszter Pierre-Auguste Renoir francia művész ""Rózsák vázában"" című festményével 1872-ből. Pierre-Auguste Renoir (1841-1919) festőileg francia impresszionista művész volt, aki játékos, színes tájképeiről és portréiról ismert. Párizs mellett született egy szegény munkásotthonban, ahol apja szerelő, anyja varrónő volt. A művészet iránti érdeklődése korán felébredt, és 14 évesen kezdett festészetet tanulni. Renoir később a párizsi Beaux-Artsban tanult, aminek köszönhetően a francia impresszionizmus egyik legfontosabb művésze lett. Pályafutása során világos, hullámos vonalakat és élénk színeket kezdett alkalmazni, hogy megragadja festményei hangulatát és érzéseit. Főleg tájképeket és portrékat festett, de festett olyan műfaji és állóképeket is, amelyek életkedvét és örömét tükrözték. Renoir festményei arról ismertek, hogy megragadják a természet legbelső szépségét, és munkái sok más művészt is inspiráltak. Legnagyobb alkotása a La Balançoire (1876), amely három, hintán játszó gyerek játékos és eleven képét mutatja be. Munkái számos kiállításon szerepeltek, és több mint egy évszázada népszerűek maradtak. Renoir festményei annak a boldog, élénk és színes életnek az emlékművei, amelyet művészetével igyekezett megörökíteni.",https://gallerix.hu/poszter/5108-roses-in-a-vase-by-auguste-renoir,https://img.gallerix.com/product/google/5108.jpg,4990.00 HUF,3992.00 HUF,in stock,new,Gallerix,5108,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter special,Bézs/Zöld/Piros,Híres művészek,HU
10180,"Poszter Chic Noir Bouquet | Botanikai, Akvarell",Stílusos poszter az Botanikai kategóriából motívumokkal Chic Noir Bouquet,https://gallerix.hu/poszter/10180-chic-noir-bouquet,https://img.gallerix.com/product/google/10180.jpg,4990.00 HUF,3992.00 HUF,in stock,new,Gallerix,10180,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter special,Sárga,"Botanikai,Akvarell",HU
10551,"Poszter Formula 1 Shadow Racer | Fotóművészet, Fekete-fehér, Motorok és járművek","Ez a poszter egy versenyautót örökít meg fekete-fehérben, ahol a sebesség dinamikája minden vonalon és árnyékban kitapintható. A mozgás és a sebesség erős érzete miatt a kép szinte mozog a szeme előtt.",https://gallerix.hu/poszter/10551-formula-1-shadow-racer,https://img.gallerix.com/product/google/10551.jpg,4990.00 HUF,3992.00 HUF,in stock,new,Gallerix,10551,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter,Fekete/Fehér,"Fotóművészet,Fekete-fehér,Motorok és járművek",HU
9925,Poszter Serene Polka Dreams | Akvarell,"Merítse el otthonát a nyugalomban ezzel a lenyűgöző plakáttal. Nyugodt nő lágy, harmonikus színekkel körülvéve, amelyek nyugalmat és tükröződést közvetítenek. A merész, stílusos formák a lágy háttér előtt lenyűgöző kontrasztot hoznak létre.",https://gallerix.hu/poszter/9925-serene-polka-dreams,https://img.gallerix.com/product/google/9925.jpg,4990.00 HUF,3992.00 HUF,in stock,new,Gallerix,9925,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter special,Sárga,Akvarell,HU
7553,Poszter Borussia-Park Vintage Sketch 01 EN | Stadionvázlatok,"A németországi mönchengladbachi Borussia-Park a Borussia Mönchengladbach hazai stadionja. 2004-ben nyitották meg, és körülbelül 54 000 néző befogadására alkalmas, ebből körülbelül 16 000 állóhely. A modern stadion lenyűgöző hangulatáról híres, különösen az északi lelátón, ahol a legszenvedélyesebb szurkolók gyűlnek össze. A Borussia-Park csúcsminőségű létesítményekkel rendelkezik, beleértve a VIP boxokat, éttermeket és kiváló infrastruktúrát. Nemcsak futballmérkőzések központja, hanem koncertek és egyéb nagyszabású rendezvények kedvelt helyszíne is.",https://gallerix.hu/poszter/7553-borussia-park-vintage-sketch-01-en,https://img.gallerix.com/product/google/7553.jpg,7990.00 HUF,,in stock,new,Gallerix,7553,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter special,,Stadionvázlatok,HU
4917,Poszter Paysage Aux Lavandières By Paul Trouillebert | Híres művészek,"Plakát Paul Désiré Trouillebert francia művész ""Paysage Aux Lavandières"" festményével, 1870-ből.",https://gallerix.hu/poszter/4917-paysage-aux-lavandieres-by-paul-trouillebert,https://img.gallerix.com/product/google/4917.jpg,4990.00 HUF,3992.00 HUF,in stock,new,Gallerix,4917,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter special,Bézs,Híres művészek,HU
4757,Poszter Flower Meadow in the North By Harald Sohlberg | Híres művészek,"Plakát Harald Sohlberg norvég művész ""Flower Meadow in the North"" című festményével 1905-ből. A motívum egy virágos rétet ábrázol fehér virágokkal. Harald Sohlberg norvég neoromantikus képzőművész volt. Többek között a stockholmi Nemzeti Múzeumban is képviselteti magát.",https://gallerix.hu/poszter/4757-flower-meadow-in-the-north-by-harald-sohlberg,https://img.gallerix.com/product/google/4757.jpg,4990.00 HUF,3992.00 HUF,in stock,new,Gallerix,4757,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter special,Zöld,Híres művészek,HU
7610,Poszter Anfield Vintage Sketch 02 EN | Stadionvázlatok,"Az angliai Liverpoolban található Anfield Stadion a világ egyik legikonikusabb futballstadionja. 1884-ben nyitották meg, és 1892 óta a Liverpool Football Club otthona. A mintegy 60 000 férőhelyes Anfield elektromos atmoszférájáról híres, különösen a híres &quot;You&#39;ll Never Walk Alone&quot; himnuszról, amelyet a rajongók énekelnek. A stadionban található a történelmi Kop lelátó, amely szenvedélyes szurkolóiról ismert. Az Anfield hagyományainak és modern létesítményeinek ötvözete tiszteletre méltó helyszínné teszi, megtestesítve a Liverpool FC szellemét és sikerét.",https://gallerix.hu/poszter/7610-anfield-vintage-sketch-02-en,https://img.gallerix.com/product/google/7610.jpg,7990.00 HUF,,in stock,new,Gallerix,7610,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter special,,Stadionvázlatok,HU
8033,"Poszter Fall In Love Cozy Crochet | Tipográfia & Idézetek, Ősz","Ez a poszter az egyszerűséget és a melegséget ötvözi a kézzel készített horgolt betűkből kialakított &quot;Fall in Love&quot; üzenettel. A lágy, semleges tónusok és a tapintható textúra a közelség és a törődés érzetét kelti, tökéletes az otthonos és hívogató légkör megteremtéséhez. A szeretet és a meghittség kifejezése, amely akár a hálószobába, a nappaliba, akár otthona szerelmes részleteként illeszkedik.",https://gallerix.hu/poszter/8033-fall-in-love-cozy-crochet,https://img.gallerix.com/product/google/8033.jpg,4990.00 HUF,3992.00 HUF,in stock,new,Gallerix,8033,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter special,Bézs,"Tipográfia & Idézetek,Ősz",HU
9129,"Poszter Leopard Print | Állatok, Grafikus","Hozd be otthonodba a természet szépségét ezzel a poszterrel, amely részletesen megörökíti a leopárd ikonikus mintáját. Tökéletes választás azok számára, akik vad elegancia és egyediség érzetét szeretnék kelteni a belső térben.",https://gallerix.hu/poszter/9129-leopard-print,https://img.gallerix.com/product/google/9129.jpg,3992.00 HUF,,in stock,new,Gallerix,9129,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter,Bézs/Sárga,"Állatok,Grafikus",HU
10495,Poszter Soft Fusion | Absztrakt,"Ez a poszter harmonikus élményt nyújt lágy, egymást átfedő, földes tónusú formáival. A finom színpaletta kiemeli az egyszerűség és az elegancia érzetét, amely elősegíti a nyugalmat.",https://gallerix.hu/poszter/10495-soft-fusion,https://img.gallerix.com/product/google/10495.jpg,4990.00 HUF,3992.00 HUF,in stock,new,Gallerix,10495,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter special,Bézs,Absztrakt,HU
10124,"Poszter Mystic Vase | Botanikai, Akvarell","Ez a poszter megörökíti a fekete-fehér sziluett virágok egyszerűségét egy elegáns vázában. A dizájn letisztult vonalai és kontrasztjai az időtlen stílus és harmónia érzetét keltik. A sziluettek szépségét a világos háttér kiemeli, megnyugtató hangulatot teremtve.",https://gallerix.hu/poszter/10124-mystic-vase,https://img.gallerix.com/product/google/10124.jpg,4990.00 HUF,3992.00 HUF,in stock,new,Gallerix,10124,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter special,Bézs,"Botanikai,Akvarell",HU
2779,"Poszter Worn Boxing Gloves | Fotóművészet, Fekete-fehér, Régies, Sport és Edzés","Fekete-fehér vintage poszter egy pár régi, kopott bokszkesztyű fényképével, amint egy horgon lóg a falon.",https://gallerix.hu/poszter/2779-worn-boxing-gloves,https://img.gallerix.com/product/google/2779.jpg,4990.00 HUF,3992.00 HUF,in stock,new,Gallerix,2779,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter,Fekete/Fehér,"Fotóművészet,Fekete-fehér,Régies,Sport és Edzés",HU
6073,"Poszter Olive Tree Mediterranean No1 | Botanikai, Fotóművészet","Botanikai poszter egy cserépben lévő kis olajfa gyönyörű festményével, szép és kiegyensúlyozott színekben.",https://gallerix.hu/poszter/6073-olive-tree-mediterranean-no1,https://img.gallerix.com/product/google/6073.jpg,4990.00 HUF,3992.00 HUF,in stock,new,Gallerix,6073,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter,Bézs/Zöld,"Botanikai,Fotóművészet",HU
5929,Poszter Kystlandskab Hornbæk By Carl Locher | Híres művészek,"Poszter a történelmi művészet kategóriából Carl Locher dán művész ""Kystlandskab Hornbæk"" festményével.",https://gallerix.hu/poszter/5929-kystlandskab-hornbaek-by-carl-locher,https://img.gallerix.com/product/google/5929.jpg,4990.00 HUF,3992.00 HUF,in stock,new,Gallerix,5929,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter special,Zöld/Kék,Híres művészek,HU
8515,"Poszter Whispers Of Winter In The Alps | Téli, Akvarell","Hozd be otthonába a természet nyugalmát ezzel a gyönyörű poszterrel, amely egy hóval borított téli tájat ábrázol, a háttérben fenséges hegyekkel és az előtérben fagyos fákkal. A kép megörökíti a téli hegyek békés szépségét, és csendre és elmélkedésre hív. Tökéletes a harmónia és az időtlenség érzésének megteremtéséhez, ahol minden részlet a tél erőteljes és nyugtató erejét idézi.",https://gallerix.hu/poszter/8515-whispers-of-winter-in-the-alps,https://img.gallerix.com/product/google/8515.jpg,4990.00 HUF,3992.00 HUF,in stock,new,Gallerix,8515,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter,Zöld/Kék,"Téli,Akvarell",HU
6676,"Poszter Elephant Matriarch | Állatok, Fotóművészet",Az állatok kategóriába tartozó plakát egy poros szavanna tájon kóborló elefántcsorda menő képével.,https://gallerix.hu/poszter/6676-elephant-matriarch,https://img.gallerix.com/product/google/6676.jpg,4990.00 HUF,3992.00 HUF,in stock,new,Gallerix,6676,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter,Bézs,"Állatok,Fotóművészet",HU
4787,Poszter Nestlings of Red-Backed Shrike By Bruno Liljefors | Híres művészek,"Plakát Bruno Liljefors svéd természetfestő 1887-ben készült ""Nestlings of Red-Backed Shrike"" című festményével. Gyönyörű természetkép több apró töviscsőrű ágon a víz mellett. Liljefors leginkább az állatokkal kapcsolatos motívumairól ismert, gyakran drámai helyzetekben.",https://gallerix.hu/poszter/4787-nestlings-of-red-backed-shrike-by-bruno-liljefors,https://img.gallerix.com/product/google/4787.jpg,4990.00 HUF,3992.00 HUF,in stock,new,Gallerix,4787,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter special,Zöld/Kék,Híres művészek,HU
3403,"Poszter Breakfast In Paris | Divat, Fotóművészet, Fekete-fehér","Fekete-fehér poszter a fotóművészet kategóriájából egy fiatal nő fényképével, amely egy nyitott ablakban ül és a párizsi Eiffel-toronyra néz.",https://gallerix.hu/poszter/3403-breakfast-in-paris,https://img.gallerix.com/product/google/3403.jpg,4990.00 HUF,3493.00 HUF,in stock,new,Gallerix,3403,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter,Fekete/Fehér,"Divat,Fotóművészet,Fekete-fehér",HU
4316,"Poszter Waves At Seven Mile Beach | Természet, Tavasz","Poszter a természet kategóriából egy gyönyörű fényképpel a strandról és a hullámokról a ""Seven Mile Beach""-en, Negrilben, Jamaicában.",https://gallerix.hu/poszter/4316-waves-at-seven-mile-beach,https://img.gallerix.com/product/google/4316.jpg,4990.00 HUF,3992.00 HUF,in stock,new,Gallerix,4316,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter,Bézs/Rózsaszín,"Természet,Tavasz",HU
9061,"Poszter Winter Festive Red Berries | Botanikai, Karácsonyi, Akvarell, Ünnepi ünnepek","Vigye be otthonába a természet eleganciáját ezzel a stílusos téli poszterrel! A képen gyönyörű gallyak láthatók mélyvörös bogyókkal és zöld levelekkel, amelyek megragadják a karácsony klasszikus színeit. A lágy és párás háttér előtt az ágak nyugalmat és harmóniát teremtő módon jelennek meg. Ez a poszter tökéletes azok számára, akik finom és kifinomult karácsonyi hangulatot szeretnének varázsolni, a tél természeti szépsége által ihletett.",https://gallerix.hu/poszter/9061-winter-festive-red-berries,https://img.gallerix.com/product/google/9061.jpg,4990.00 HUF,3493.00 HUF,in stock,new,Gallerix,9061,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter,Zöld/Piros,"Botanikai,Karácsonyi,Akvarell,Ünnepi ünnepek",HU
5803,"Poszter Zebras B&W | Állatok, Fekete-fehér",Fekete-fehér poszter az állatok kategóriából két zebra fényképével a szavannán. A gyönyörű csíkos mintájú zebra Afrikában élő lófélék.,https://gallerix.hu/poszter/5803-zebras-bw,https://img.gallerix.com/product/google/5803.jpg,4990.00 HUF,3992.00 HUF,in stock,new,Gallerix,5803,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter special,Fekete/Fehér,"Állatok,Fekete-fehér",HU
10688,"Poszter Lucky Paws | Művészeti festmények, Japandi","Ezt a Japandi posztert egy bájos szerencsemacska díszíti, akinek nagy szeme és játékos arckifejezése örömet és pozitivitást kölcsönöz a szobának. A plakát színei lágy kék és meleg vörös árnyalatokkal harmonikusan egészítik ki egymást, tetszetős hangulatot teremtve.",https://gallerix.hu/poszter/10688-lucky-paws,https://img.gallerix.com/product/google/10688.jpg,4990.00 HUF,3992.00 HUF,in stock,new,Gallerix,10688,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter,Kék/Piros,"Művészeti festmények,Japandi",HU
6718,"Poszter A Gentle Float In Spring Waters | Állatok, Olajfestmények, Ünnepi ünnepek, Húsvéti","Töltse meg otthonát a tavasz ártatlan varázsával ezzel a puha és harmonikus plakáttal. Két aranyos kiskacsa finoman suhan át egy csendes tavon, világos, pasztell tónusokkal és nyugtató fényekkel körülvéve. Ez az imádnivaló jelenet megragadja a tavasz örömének és a természet békéjének esszenciáját – tökéletes a megnyugtató és hívogató légkör megteremtéséhez bármely helyiségben.",https://gallerix.hu/poszter/6718-a-gentle-float-in-spring-waters,https://img.gallerix.com/product/google/6718.jpg,4990.00 HUF,3992.00 HUF,in stock,new,Gallerix,6718,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter special,Zöld/Kék/Sárga,"Állatok,Olajfestmények,Ünnepi ünnepek,Húsvéti",HU
5316,Poszter Tree Sparrow | Állatok,Poszter az állatok kategóriából egy ágon ülő kis veréb madár fényképével.,https://gallerix.hu/poszter/5316-tree-sparrow,https://img.gallerix.com/product/google/5316.jpg,4990.00 HUF,3742.50 HUF,in stock,new,Gallerix,5316,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Poszter special,Bézs,Állatok,HU
